person_id,id,character,role
93741,tm89198,John Matthews,ACTOR
150871,tm89198,Veronica,ACTOR
57857,tm89198,Henry,ACTOR
564986,tm89198,Joe,ACTOR
27221,tm89198,Darnstein,ACTOR
138054,tm89198,Plumley,ACTOR
13430,tm89198,Jake,ACTOR
74804,tm89198,Stevens,ACTOR
14166,tm89198,Birthday party guest,ACTOR
60483,tm89198,Boward - Police Chief,ACTOR
151269,tm89198,,DIRECTOR
110982,tm113154,Barry Wilding,ACTOR
100223,tm113154,Julie Kenmore,ACTOR
151257,tm113154,Dan Wharton,ACTOR
56557,tm113154,Tom Starr,ACTOR
50383,tm113154,Dr. Kenmore,ACTOR
1369,tm113154,Sir Bertram Evans - Home Secretary,ACTOR
152871,tm113154,Commissioner Cross,ACTOR
20168,tm113154,Coventry,ACTOR
50381,tm113154,Ed,ACTOR
138329,tm113154,Jumpy,ACTOR
153577,tm113154,Hector Munson,ACTOR
155266,tm113154,,DIRECTOR
42884,tm215295,Johnny Duval,ACTOR
44078,tm215295,Janet Hilton,ACTOR
121007,tm215295,Mike Kalavich,ACTOR
137433,tm215295,Toni Rousseau,ACTOR
45539,tm215295,Tim Rousseau,ACTOR
127811,tm215295,Grandmere Rousseau,ACTOR
14743,tm215295,Emile Ledoux,ACTOR
28509,tm215295,Capt. Pierre Moise,ACTOR
27186,tm215295,P.T. Hilton,ACTOR
569417,tm215295,Capt. Hal Peyton,ACTOR
137513,tm215295,Capt. Pete Dailey,ACTOR
219670,tm215295,,DIRECTOR
35456,tm83828,Steve Larwitt,ACTOR
56295,tm83828,Brenda Bentley,ACTOR
32212,tm83828,Slant Kolma,ACTOR
35520,tm83828,Tim Nolan,ACTOR
27564,tm83828,Mary Bogel,ACTOR
27355,tm83828,"Barney, bartender",ACTOR
572357,tm83828,Bebe,ACTOR
138071,tm83828,Alice,ACTOR
71926,tm83828,Crawley,ACTOR
570638,tm83828,Jerry - Slant's Henchman,ACTOR
32280,tm83828,Charlie,ACTOR
36186,tm83828,Jim,ACTOR
14769,tm83828,French Official,ACTOR
20174,tm83828,Federal Man,ACTOR
34182,tm83828,Judge,ACTOR
34178,tm83828,Landlady,ACTOR
138039,tm83828,Chorus Girl,ACTOR
27209,tm83828,Broker,ACTOR
138101,tm83828,Man in Park,ACTOR
572358,tm83828,Reporter,ACTOR
572362,tm83828,French Pilot,ACTOR
416508,tm83828,Prison Guard,ACTOR
32290,tm83828,Café Patron,ACTOR
127811,tm83828,French Maid,ACTOR
13367,tm83828,Nightclub Waiter,ACTOR
137616,tm83828,Brenda's Friend,ACTOR
14739,tm83828,French Official,ACTOR
28715,tm83828,Prison Guard,ACTOR
22477,tm83828,Prison Guard,ACTOR
35503,tm83828,Prison Guard,ACTOR
132403,tm83828,Headwaiter,ACTOR
572359,tm83828,Chorus Girl,ACTOR
155101,tm83828,Doorman / Lookout,ACTOR
134051,tm83828,Irate Customer,ACTOR
210928,tm83828,Federal Agent,ACTOR
47772,tm83828,Taresca's Gunman,ACTOR
37836,tm83828,Man in Club,ACTOR
572360,tm83828,Chorus Girl,ACTOR
100235,tm83828,Bailiff,ACTOR
153231,tm83828,Driver,ACTOR
24020,tm83828,Bar Patron,ACTOR
27281,tm83828,Driver,ACTOR
47810,tm83828,Prison Guard,ACTOR
570460,tm83828,Prisoner's Wife,ACTOR
572361,tm83828,Brenda's Friend,ACTOR
219837,tm83828,Gambler,ACTOR
134064,tm83828,Taresca's Henchman / Driver,ACTOR
571740,tm83828,Roulette Croupier,ACTOR
152129,tm83828,Lydia,ACTOR
41678,tm83828,Prisoner's Wife,ACTOR
63070,tm83828,Japanese Houseboy,ACTOR
66189,tm83828,Slant's Secretary,ACTOR
572363,tm83828,Chorus Girl,ACTOR
572367,tm83828,Chorus Girl,ACTOR
49087,tm83828,Prison Guard,ACTOR
572042,tm83828,Mrs. Hanson,ACTOR
105461,tm83828,Reporter,ACTOR
27319,tm83828,2nd Bartender,ACTOR
58329,tm83828,Dancer,ACTOR
47818,tm83828,Bailiff,ACTOR
572364,tm83828,Prisoner's Wife,ACTOR
41669,tm83828,Fur Peddler,ACTOR
572365,tm83828,Chorus Girl,ACTOR
152846,tm83828,Prisoner's Wife on Ferry,ACTOR
153186,tm83828,Chorus Girl,ACTOR
33007,tm83828,U.S. Official,ACTOR
137623,tm83828,Prisoner's Wife,ACTOR
41723,tm83828,Henchman,ACTOR
96363,tm83828,Woman in Club,ACTOR
152979,tm83828,Newsboy,ACTOR
572366,tm83828,Mr. Hanson,ACTOR
137625,tm83828,Wally,ACTOR
153303,tm83828,Barber,ACTOR
53698,tm83828,,DIRECTOR
137595,tm91085,Janet Bradley,ACTOR
137835,tm91085,Lt. Sam Carson,ACTOR
151656,tm91085,"Johnny Williams, Reporter",ACTOR
13334,tm91085,Nora Bard,ACTOR
49060,tm91085,Det. Oppenheimer,ACTOR
566830,tm91085,Arthur Templeton,ACTOR
17911,tm91085,Max Calvert,ACTOR
151826,tm91085,Flossie,ACTOR
137314,tm91085,"Ruzinsky, Milkman",ACTOR
41671,tm91085,"Ames, Reporter",ACTOR
28777,tm91085,Yager,ACTOR
71885,tm91085,Walter Bard,ACTOR
133949,tm91085,Daniel Boone Wintergreen,ACTOR
72354,tm91085,"Zachary, ""The Philadelphia Phantom""",ACTOR
31478,tm91085,Man reporting stolen car,ACTOR
59283,tm91085,,ACTOR
137626,tm91085,,DIRECTOR
102470,tm81236,Hopalong Cassidy,ACTOR
121019,tm81236,Lucky Jenkins,ACTOR
49043,tm81236,Ed Colby,ACTOR
153883,tm81236,Jane Colby,ACTOR
138142,tm81236,Speedy,ACTOR
570018,tm81236,Matilda Purdy,ACTOR
13406,tm81236,Sheriff Cameron,ACTOR
64565,tm81236,Hendricks,ACTOR
129165,tm81236,Ward Ackerman,ACTOR
134191,tm81236,Logan,ACTOR
60251,tm81236,Fleming,ACTOR
132034,tm81236,Stage Driver,ACTOR
563563,tm81236,Henchman,ACTOR
47810,tm81236,Hideout Henchman,ACTOR
108229,tm81236,Sanford,ACTOR
62993,tm81236,Townsman,ACTOR
21782,tm81236,Jim,ACTOR
134045,tm81236,Townsman,ACTOR
134027,tm81236,Townsman,ACTOR
134028,tm81236,Henchman,ACTOR
31164,tm81236,,DIRECTOR
36589,tm163117,"""Lightning"" Bill Carson",ACTOR
512016,tm163117,Margaret Martin,ACTOR
84202,tm163117,Magpie,ACTOR
210990,tm163117,Brainard,ACTOR
62991,tm163117,Henchman Slade,ACTOR
60253,tm163117,Henchman Luke Green,ACTOR
132406,tm163117,Sheriff Ed Long,ACTOR
137989,tm163117,Henchman Lane,ACTOR
375331,tm163117,Singer (archive footage),ACTOR
88903,tm163117,Saloon Patron (archive footage),ACTOR
574238,tm163117,Saloon Gunman (archive footage),ACTOR
134244,tm163117,(uncredited),ACTOR
102896,tm163117,Saloon Waiter (archive footage),ACTOR
134045,tm163117,Ben Martin,ACTOR
134248,tm163117,Saloon Gunman (archive footage),ACTOR
134046,tm163117,Saloon Gunman Jim (archive footage),ACTOR
134249,tm163117,Deputy Ned,ACTOR
124433,tm163117,,DIRECTOR
108842,tm224003,Gene Autry,ACTOR
209916,tm224003,Eileen MacDonald,ACTOR
28653,tm224003,Pat Feeney,ACTOR
27198,tm224003,Randy Pryor,ACTOR
97810,tm224003,Gig Jackson,ACTOR
13331,tm224003,Chris Dobbs,ACTOR
152316,tm224003,Lieutenant Chuck Brunton,ACTOR
122149,tm224003,Hannah Dobbs,ACTOR
133867,tm224003,Henchman Rufe Burns,ACTOR
566096,tm224003,Ranch hand Walt,ACTOR
137611,tm224003,,DIRECTOR
134251,tm75894,"Josephine ""Jo"" Bhaer",ACTOR
90194,tm75894,"William ""Willie"" Deming",ACTOR
42491,tm75894,Major I.I. Burdle,ACTOR
133822,tm75894,"Daniel ""Danny"" Burdle",ACTOR
97874,tm75894,Nan,ACTOR
72829,tm75894,Professor Bhaer,ACTOR
390071,tm75894,Teddy Bhaer,ACTOR
570243,tm75894,Robby,ACTOR
191158,tm75894,Bess,ACTOR
111951,tm75894,Silas,ACTOR
106286,tm75894,Asia,ACTOR
27303,tm75894,Tommy,ACTOR
572265,tm75894,Demi,ACTOR
154807,tm75894,Daisy,ACTOR
572266,tm75894,Jack,ACTOR
568795,tm75894,Adolphus,ACTOR
571160,tm75894,Nat,ACTOR
469925,tm75894,Stuffy,ACTOR
572267,tm75894,Ned,ACTOR
572271,tm75894,Emmett,ACTOR
572268,tm75894,Billy,ACTOR
572269,tm75894,Frank,ACTOR
27189,tm75894,Constable Tom Thorpe,ACTOR
5900,tm75894,Reporter,ACTOR
13337,tm75894,Stella,ACTOR
133949,tm75894,Drunk in Medicine Show,ACTOR
21765,tm75894,Bartender,ACTOR
71558,tm75894,Head of Orphanage,ACTOR
74804,tm75894,Telegraph Operator,ACTOR
34181,tm75894,Landlady,ACTOR
132899,tm75894,Poker Player,ACTOR
572270,tm75894,Drunk,ACTOR
13344,tm75894,Doctor,ACTOR
21781,tm75894,Judge,ACTOR
152131,tm75894,Truant Officer,ACTOR
45702,tm75894,Bartender,ACTOR
61640,tm75894,Cop,ACTOR
572273,tm75894,,ACTOR
32993,tm75894,Truant Officer,ACTOR
47765,tm75894,W.L. Reynolds,ACTOR
97481,tm75894,Poker Player,ACTOR
66740,tm75894,,DIRECTOR
137466,tm95965,Pat Brown Morgan,ACTOR
65199,tm95965,Steve Morgan,ACTOR
49131,tm95965,Mark Townley,ACTOR
70032,tm95965,Vera Lane,ACTOR
86048,tm95965,Sugar Lee,ACTOR
132394,tm95965,George Sheffield,ACTOR
569433,tm95965,Mrs. Sheffield,ACTOR
34184,tm95965,Lita Andrews,ACTOR
138054,tm95965,Jefferson O'Neal,ACTOR
57846,tm95965,Clerk,ACTOR
47792,tm95965,Townley's Secretary,ACTOR
566751,tm95965,Headwaiter (uncredited),ACTOR
584394,tm95965,Waiter,ACTOR
58335,tm95965,Flustered Matron,ACTOR
25657,tm95965,Cop,ACTOR
59095,tm95965,Red Cap,ACTOR
62596,tm95965,Boy Model,ACTOR
567495,tm95965,Girl Model,ACTOR
565643,tm95965,Cell Guard,ACTOR
27311,tm95965,Stage Manager,ACTOR
14767,tm95965,Waiter,ACTOR
153916,tm95965,Delivery Boy,ACTOR
41706,tm95965,Conductor,ACTOR
27331,tm95965,Guest,ACTOR
137637,tm95965,Captain,ACTOR
61642,tm95965,,DIRECTOR
155789,tm8273,Sue Graham,ACTOR
138551,tm8273,Dave Giddings,ACTOR
598765,tm8273,Zachariah 'Pa' Graham,ACTOR
583127,tm8273,Mary 'Ma' Graham,ACTOR
27247,tm8273,Aaron Applejohn,ACTOR
584648,tm8273,T. Phillip Hackett,ACTOR
583065,tm8273,Belle Brown,ACTOR
138448,tm8273,Himself,ACTOR
205911,tm8273,Wardrobe mistress,ACTOR
138448,tm8273,Himself - Actor,ACTOR
27335,tm8273,Director,ACTOR
155872,tm8273,Comedy Director,ACTOR
74039,tm8273,Comedian,ACTOR
74198,tm8273,Actor in Wardrobe Line,ACTOR
133037,tm8273,Comedian in Derby,ACTOR
27253,tm8273,Financier,ACTOR
100225,tm8273,Studio Manager,ACTOR
584386,tm8273,Son,ACTOR
27298,tm8273,Lion Film Director,ACTOR
582939,tm8273,Actress,ACTOR
109678,tm8273,,DIRECTOR
98824,tm16763,Morgan Hale,ACTOR
25021,tm16763,"Dr. Hedy Fredericks, MD",ACTOR
102588,tm16763,Dr. J.H. 'Doc' Fredericks,ACTOR
13306,tm16763,Lola Cross,ACTOR
45076,tm16763,Martha Gravitt,ACTOR
569521,tm16763,Mr. Pope,ACTOR
28503,tm16763,Pvt. Harry Smith,ACTOR
71888,tm16763,Mrs. Mary Hastings (as Vera Marsh),ACTOR
129612,tm16763,Tanya Punchinskaya,ACTOR
554394,tm16763,Stella Livingston,ACTOR
27184,tm16763,Mr. Pope,ACTOR
136435,tm16763,Pfc. Dick Smith,ACTOR
74673,tm16763,George Hastings,ACTOR
572312,tm16763,Skyland Cafe Waiter (uncredited),ACTOR
49069,tm16763,Townsman in Line (uncredited),ACTOR
90204,tm16763,Mr. Walton (uncredited),ACTOR
49071,tm16763,Bertha's Husband (uncredited),ACTOR
58328,tm16763,Mrs. Pringle (uncredited),ACTOR
74510,tm16763,Mrs. Livingston (uncredited),ACTOR
61125,tm16763,Club Patron (uncredited),ACTOR
27249,tm16763,Augustus (uncredited),ACTOR
49075,tm16763,Club Patron (uncredited),ACTOR
22468,tm16763,Club Patron (uncredited),ACTOR
208634,tm16763,Party Guest (uncredited),ACTOR
36179,tm16763,Grover Cleveland 'Chatty' Perkins (uncredited),ACTOR
134048,tm16763,Board Member (uncredited),ACTOR
49085,tm16763,Club Patron (uncredited),ACTOR
71900,tm16763,Patient in Office (uncredited),ACTOR
34188,tm16763,Mrs. Moriarty (uncredited),ACTOR
50381,tm16763,Elmer Jones (uncredited),ACTOR
21372,tm16763,Party Guest (uncredited),ACTOR
151701,tm16763,,DIRECTOR
65331,tm156476,Reasonin' Bates,ACTOR
576858,tm156476,Mary 'Bonnie' Shea,ACTOR
155579,tm156476,Eddie Shea,ACTOR
41713,tm156476,Grant,ACTOR
134285,tm156476,Dan Caswell,ACTOR
74194,tm156476,Sheriff,ACTOR
138081,tm156476,Lee Fong the Cook,ACTOR
41678,tm156476,Della (the Maid),ACTOR
153154,tm156476,,DIRECTOR
549913,tm2759,Toni LeBrun,ACTOR
575816,tm2759,Rosa,ACTOR
207782,tm2759,Henri D'Avril,ACTOR
173513,tm2759,Madame Bauer,ACTOR
155904,tm2759,Richard Dupont,ACTOR
577409,tm2759,Colonel Dupont,ACTOR
58323,tm2759,(uncredited),ACTOR
60953,tm2759,One of Richard's Aunts (uncredited),ACTOR
155486,tm2759,Monte Carlo Telephone Operator (uncredited),ACTOR
102719,tm2759,Headwaiter at Palais de Paris (uncredited),ACTOR
21692,tm2759,,DIRECTOR
53493,tm106873,Joseph White,ACTOR
138132,tm106873,Alice Vail,ACTOR
67079,tm106873,Sophie White,ACTOR
35471,tm106873,Arthur White,ACTOR
154509,tm106873,Janet White,ACTOR
153455,tm106873,Fred White,ACTOR
44094,tm106873,Dick White,ACTOR
137694,tm106873,Marjorie White,ACTOR
507649,tm106873,Helen Graham,ACTOR
60995,tm106873,Ella,ACTOR
20169,tm106873,Henry,ACTOR
25632,tm106873,Auto mechanic,ACTOR
577048,tm106873,Flower peddler,ACTOR
577334,tm106873,,DIRECTOR
153935,tm83487,Dick Tracy,ACTOR
151729,tm83487,Tess Trueheart / Blythe Belmonte,ACTOR
62605,tm83487,Pat Patton,ACTOR
74954,tm83487,"Mona Clyde, Sparkle's Secretary",ACTOR
61149,tm83487,Vitamin Flintheart,ACTOR
69526,tm83487,Harry 'Cueball' Lake,ACTOR
57373,tm83487,"Percival Priceless, Antique Store Owner",ACTOR
57722,tm83487,"Filthy Flora, Dripping Dagger Proprietor",ACTOR
20174,tm83487,Chief Brandon,ACTOR
27260,tm83487,"Simon Little, Sparkle's Diamond Cutter",ACTOR
568192,tm83487,Junior,ACTOR
751294,tm83487,Butch,ACTOR
94610,tm83487,Higby,ACTOR
153246,tm83487,Rudolph,ACTOR
13348,tm83487,Abbott,ACTOR
108841,tm83487,Jules Sparkle,ACTOR
90203,tm83487,Ship Officer (uncredited),ACTOR
182571,tm83487,Crewman (uncredited),ACTOR
154432,tm83487,Drunk (uncredited),ACTOR
58059,tm83487,Steve (uncredited),ACTOR
100212,tm83487,Cop (uncredited),ACTOR
108841,tm83487,Jules Sparkle (uncredited),ACTOR
28512,tm83487,Policeman (uncredited),ACTOR
133893,tm83487,Purser (uncredited),ACTOR
175608,tm83487,Policeman (uncredited),ACTOR
152715,tm83487,Leeds (uncredited),ACTOR
47772,tm83487,Bar Customer (uncredited),ACTOR
96349,tm83487,Telephone Operator (uncredited),ACTOR
100248,tm83487,Bar Customer (uncredited),ACTOR
28895,tm83487,Drunk (uncredited),ACTOR
690624,tm83487,Bar Customer (uncredited),ACTOR
27311,tm83487,Piano Player (uncredited),ACTOR
137509,tm83487,Captain (uncredited),ACTOR
36186,tm83487,Bartender (uncredited),ACTOR
71394,tm83487,Doorman (uncredited),ACTOR
137246,tm83487,Dr. Martin (uncredited),ACTOR
74024,tm83487,,DIRECTOR
105415,tm3367,Ross Hadley,ACTOR
151305,tm3367,Mary Hayes / Vi Parker,ACTOR
121019,tm3367,Mike McGlennon,ACTOR
27566,tm3367,Fay Lawrence,ACTOR
57259,tm3367,Ulysses Sylvester Rogers,ACTOR
57481,tm3367,Chappie Wilson,ACTOR
56746,tm3367,Yellow Gloves Weldon,ACTOR
222715,tm3367,Bonnie D'Arcy,ACTOR
36160,tm3367,Jim,ACTOR
132898,tm3367,,DIRECTOR
207751,tm16252,Ed Bradford,ACTOR
124431,tm16252,Ruth Stacey,ACTOR
42889,tm16252,Steve Collins / The White Gorilla,ACTOR
205910,tm16252,Phyllis Morley,ACTOR
155239,tm16252,The Jungle Boy,ACTOR
134024,tm16252,Joe Marks,ACTOR
575836,tm16252,"Lou ""Brute"" Hanley",ACTOR
807562,tm16252,Moto,ACTOR
807573,tm16252,Alexander Morley,ACTOR
807571,tm16252,Rene,ACTOR
22006,tm16252,Mr. Stacey,ACTOR
74813,tm16252,J. Morgan,ACTOR
14758,tm16252,Hutton,ACTOR
132406,tm16252,Carter,ACTOR
103855,tm16252,,DIRECTOR
27563,tm48923,Mary Linden,ACTOR
580526,tm48923,James Duneen,ACTOR
134067,tm48923,Ronnie Wales,ACTOR
580649,tm48923,Ellen May Robinson,ACTOR
207715,tm48923,Delores Kogan,ACTOR
67080,tm48923,John Ritter,ACTOR
152715,tm48923,Girl in Duneen's Apartment (uncredited),ACTOR
580044,tm48923,Banker Charles H. Robinson,ACTOR
354460,tm48923,Undetermined Secondary Role,ACTOR
134168,tm48923,Landlady (uncredited),ACTOR
577128,tm48923,Party Girl (uncredited),ACTOR
152131,tm48923,Doctor (uncredited),ACTOR
155430,tm48923,Mr. Burden (uncredited),ACTOR
27323,tm48923,Salesman (uncredited),ACTOR
1958716,tm48923,Party Girl (uncredited),ACTOR
133020,tm48923,Plainclothesman (uncredited),ACTOR
182649,tm48923,,DIRECTOR
67077,tm1583,James 'Jimmy' Dale,ACTOR
151708,tm1583,Alice Perkins,ACTOR
521541,tm1583,Percy,ACTOR
567610,tm1583,Clarence,ACTOR
577680,tm1583,Adrian Almont,ACTOR
27184,tm1583,J. Walter Delmar,ACTOR
153324,tm1583,Frank Young,ACTOR
14710,tm1583,Prof. Herman Ellenbogen,ACTOR
134060,tm1583,Showgirl (uncredited),ACTOR
27214,tm1583,Dancing Boy (uncredited),ACTOR
577616,tm1583,"Mrs. Carey, Landlady (uncredited)",ACTOR
25639,tm1583,,DIRECTOR
21679,tm116723,Kent Murdock,ACTOR
107577,tm116723,Meg Archer,ACTOR
59175,tm116723,I.B. McGoogin,ACTOR
138381,tm116723,Phil Doane,ACTOR
53497,tm116723,Stanley Redfield,ACTOR
74020,tm116723,Nate Girard,ACTOR
63065,tm116723,Hester Boone,ACTOR
154812,tm116723,Joe Cusick,ACTOR
32280,tm116723,Inspector Tom Bacon,ACTOR
105463,tm116723,Siki,ACTOR
571598,tm116723,Police Chief,ACTOR
13331,tm116723,Det. Keogh,ACTOR
51742,tm116723,Editor,ACTOR
60494,tm116723,,DIRECTOR
102700,tm99134,Professor Bhaer,ACTOR
102515,tm99134,Jo Bhaer,ACTOR
154214,tm99134,Franz,ACTOR
569428,tm99134,Daisy,ACTOR
574219,tm99134,Mary Anne,ACTOR
97810,tm99134,Dan,ACTOR
229635,tm99134,Nat Blake,ACTOR
65187,tm99134,Demi,ACTOR
578154,tm99134,Jack,ACTOR
74807,tm99134,Dick,ACTOR
571286,tm99134,Rob Bhaer,ACTOR
27222,tm99134,Tommy Bangs,ACTOR
578156,tm99134,Stuffy,ACTOR
27198,tm99134,Dolly,ACTOR
62132,tm99134,Ned,ACTOR
132385,tm99134,,DIRECTOR
28774,tm1540,Jennie Timberlake,ACTOR
138540,tm1540,Old Lady Smiles,ACTOR
55726,tm1540,John L. Logan Jr,ACTOR
173699,tm1540,Mrs. Logan,ACTOR
138553,tm1540,John L. Logan Sr,ACTOR
598765,tm1540,Jennie's father,ACTOR
585193,tm1540,Vinegar Watkins,ACTOR
173514,tm1540,Judas,ACTOR
207790,tm1540,The Negro Farmhand,ACTOR
585731,tm1540,Clergyman (uncredited),ACTOR
207794,tm1540,Girl John Logan meets in New York (uncredited),ACTOR
585952,tm1540,Topsy (uncredited),ACTOR
55739,tm1540,,DIRECTOR
123795,tm153674,Roy Rogers,ACTOR
137466,tm153674,Jean,ACTOR
100231,tm153674,Gabby,ACTOR
46,tm153674,Manuel Delgardo / Sujarno,ACTOR
116790,tm153674,Rita Vargas,ACTOR
14768,tm153674,Don José Vargas,ACTOR
212794,tm153674,Curly Calkins,ACTOR
100483,tm153674,Carlos Vargas,ACTOR
570018,tm153674,Aunt Felicia,ACTOR
62993,tm153674,Pedro,ACTOR
154216,tm153674,Smelter Worker,ACTOR
28904,tm153674,Vaquero,ACTOR
60245,tm153674,Vaquero,ACTOR
134018,tm153674,Settler,ACTOR
41708,tm153674,Curly Henchman,ACTOR
134209,tm153674,The Dueña,ACTOR
82971,tm153674,Settler,ACTOR
60250,tm153674,Curly Henchman,ACTOR
95527,tm153674,Curly Henchman,ACTOR
134027,tm153674,Smelter Foreman,ACTOR
110455,tm153674,Settler (uncredited),ACTOR
570434,tm153674,Curly Henchman,ACTOR
93411,tm153674,Settler,ACTOR
61525,tm153674,Henchman,ACTOR
151608,tm153674,,DIRECTOR
137685,tm89635,Dick Tracy,ACTOR
62605,tm89635,Pat Patton,ACTOR
565317,tm89635,Tess Trueheart,ACTOR
61149,tm89635,Vitamin Flintheart,ACTOR
65866,tm89635,Steve 'The Claw' Michel,ACTOR
134146,tm89635,Longshot Lillie the Fence,ACTOR
58333,tm89635,Sightless,ACTOR
152108,tm89635,Peter Premium,ACTOR
400384,tm89635,Sam,ACTOR
62135,tm89635,Fred,ACTOR
508317,tm89635,Jigger,ACTOR
152024,tm89635,,DIRECTOR
105415,tm134252,Neil Broderick,ACTOR
69991,tm134252,Martha Winters,ACTOR
56741,tm134252,Clancy,ACTOR
49660,tm134252,Dugan,ACTOR
45532,tm134252,Thornton Drake,ACTOR
27184,tm134252,Austin Winters,ACTOR
13399,tm134252,Jerry Simons,ACTOR
88774,tm134252,Mrs. Quincy,ACTOR
155706,tm134252,Asa Marsden,ACTOR
71564,tm134252,Henderson,ACTOR
579557,tm134252,Pompey,ACTOR
60957,tm134252,Coroner,ACTOR
88778,tm134252,,DIRECTOR
57372,tm114975,Claire Barry,ACTOR
32996,tm114975,George Washburne,ACTOR
154303,tm114975,Kim Sherwood,ACTOR
45078,tm114975,Ethel Ames,ACTOR
153324,tm114975,Ronnie Washburne,ACTOR
155148,tm114975,Grimsby,ACTOR
577568,tm114975,Elinor Lee,ACTOR
152250,tm114975,Dave Maxwell,ACTOR
173404,tm114975,Alma Washburne,ACTOR
13344,tm114975,Spencer Lee,ACTOR
946819,tm114975,Taxi Driver,ACTOR
134187,tm114975,,DIRECTOR
42494,tm76878,Danny Dolan,ACTOR
31470,tm76878,Muggs McGinnis,ACTOR
33700,tm76878,Buster,ACTOR
42500,tm76878,Skinny,ACTOR
190733,tm76878,Simp,ACTOR
572605,tm76878,Louise Mason,ACTOR
132381,tm76878,Knuckles Dolan,ACTOR
96553,tm76878,Scruno,ACTOR
33406,tm76878,Agnes,ACTOR
103096,tm76878,Giles,ACTOR
132383,tm76878,Peewee,ACTOR
132382,tm76878,Pete,ACTOR
572072,tm76878,Algy Wilkes,ACTOR
60253,tm76878,Judge Malcolm Parker,ACTOR
88903,tm76878,Jim Harrison,ACTOR
155538,tm76878,Cook,ACTOR
105452,tm76878,Tony,ACTOR
100212,tm76878,Policeman,ACTOR
28715,tm76878,Police Captain,ACTOR
21770,tm76878,Man on Sidewalk Watching Fight,ACTOR
127761,tm76878,,DIRECTOR
130904,tm89134,Buck Roberts,ACTOR
36589,tm89134,Marshal McCall,ACTOR
130905,tm89134,Sandy,ACTOR
132916,tm89134,Alice Borden,ACTOR
132381,tm89134,Joe Martin,ACTOR
138410,tm89134,Wyatt,ACTOR
74813,tm89134,Steve Dunn,ACTOR
27218,tm89134,Red,ACTOR
27351,tm89134,Sheriff Cox,ACTOR
153737,tm89134,Henchman,ACTOR
62606,tm89134,Bill Cook,ACTOR
93477,tm89134,Jud Mason,ACTOR
571391,tm89134,Silver,ACTOR
71556,tm89134,Crane,ACTOR
13370,tm89134,Al,ACTOR
152970,tm89134,Henchman,ACTOR
685522,tm89134,Gibbs Baby,ACTOR
60256,tm89134,Townsman,ACTOR
62993,tm89134,Townsman,ACTOR
153661,tm89134,Henchman,ACTOR
134247,tm89134,Henchman,ACTOR
571390,tm89134,Henchman,ACTOR
134022,tm89134,Henchman (uncredited),ACTOR
151847,tm89134,,DIRECTOR
130904,tm89134,Buck Roberts,ACTOR
36589,tm89134,Marshal McCall,ACTOR
130905,tm89134,Sandy,ACTOR
132916,tm89134,Alice Borden,ACTOR
132381,tm89134,Joe Martin,ACTOR
138410,tm89134,Wyatt,ACTOR
74813,tm89134,Steve Dunn,ACTOR
27218,tm89134,Red,ACTOR
27351,tm89134,Sheriff Cox,ACTOR
153737,tm89134,Henchman,ACTOR
62606,tm89134,Bill Cook,ACTOR
93477,tm89134,Jud Mason,ACTOR
571391,tm89134,Silver,ACTOR
71556,tm89134,Crane,ACTOR
13370,tm89134,Al,ACTOR
152970,tm89134,Henchman,ACTOR
685522,tm89134,Gibbs Baby,ACTOR
60256,tm89134,Townsman,ACTOR
62993,tm89134,Townsman,ACTOR
153661,tm89134,Henchman,ACTOR
134247,tm89134,Henchman,ACTOR
571390,tm89134,Henchman,ACTOR
134022,tm89134,Henchman (uncredited),ACTOR
151847,tm89134,,DIRECTOR
51741,tm206809,Dr. Paul Christian,ACTOR
138200,tm206809,Judy Price,ACTOR
60948,tm206809,George Browning,ACTOR
74887,tm206809,Prof. Kenneth Parker,ACTOR
99223,tm206809,Bill Ferris,ACTOR
137636,tm206809,Kitty Browning,ACTOR
61638,tm206809,Mrs. Hastings,ACTOR
57484,tm206809,Carol Compton,ACTOR
154985,tm206809,Martha Browning,ACTOR
138185,tm206809,Dr. Webster,ACTOR
138206,tm206809,Annie the Maid,ACTOR
153671,tm206809,Alice Mason,ACTOR
570735,tm206809,Gladys Mason,ACTOR
21779,tm206809,Ed the Plumber,ACTOR
30002,tm206809,Indigent Woman,ACTOR
62597,tm206809,Train Conductor,ACTOR
571747,tm206809,Bit Role,ACTOR
90195,tm206809,Tom's Wife,ACTOR
571812,tm206809,Bit Role,ACTOR
27302,tm206809,Grandpa,ACTOR
41706,tm206809,Chris,ACTOR
152481,tm206809,,DIRECTOR
31440,tm83660,Colonel Will Seaborn Effingham,ACTOR
56295,tm83660,Ella Sue Dozier,ACTOR
210121,tm83660,Albert 'Al' Marbury,ACTOR
62841,tm83660,Earl Hoats,ACTOR
66128,tm83660,Cousin Emma,ACTOR
45535,tm83660,Doc Buden,ACTOR
129609,tm83660,Dewey,ACTOR
62990,tm83660,Ed - the Mayor,ACTOR
62981,tm83660,Mrs. Clara Meigs,ACTOR
27572,tm83660,Joe Alsobrook,ACTOR
102594,tm83660,Jimmy Economy,ACTOR
209836,tm83660,Professor Edward 'Ed' Bland (as Michael Dunne),ACTOR
17911,tm83660,Army Captain Rampey,ACTOR
62831,tm83660,,DIRECTOR
102384,tm4564,Joe,ACTOR
151170,tm4564,Nita,ACTOR
133949,tm4564,Daniel,ACTOR
46,tm4564,Mike,ACTOR
28847,tm4564,Vaughn,ACTOR
